1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21
553100;Gebrauch falscher Zahlungskarten mit oder ohne Garantiefunktion, Schecks, Wechsel und anderer körperlicher unbarer Zahlungsinstrumente §§ 152a, 152b StGB;Niedersachsen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
553100;Gebrauch falscher Zahlungskarten mit oder ohne Garantiefunktion, Schecks, Wechsel und anderer körperlicher unbarer Zahlungsinstrumente §§ 152a, 152b StGB;Nordrhein-Westfalen;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
553100;Gebrauch falscher Zahlungskarten mit oder ohne Garantiefunktion, Schecks, Wechsel und anderer körperlicher unbarer Zahlungsinstrumente §§ 152a, 152b StGB;Rheinland-Pfalz;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
553100;Gebrauch falscher Zahlungskarten mit oder ohne Garantiefunktion, Schecks, Wechsel und anderer körperlicher unbarer Zahlungsinstrumente §§ 152a, 152b StGB;Saarland;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
553100;Gebrauch falscher Zahlungskarten mit oder ohne Garantiefunktion, Schecks, Wechsel und anderer körperlicher unbarer Zahlungsinstrumente §§ 152a, 152b StGB;Sachsen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
553100;Gebrauch falscher Zahlungskarten mit oder ohne Garantiefunktion, Schecks, Wechsel und anderer körperlicher unbarer Zahlungsinstrumente §§ 152a, 152b StGB;Sachsen-Anhalt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
553100;Gebrauch falscher Zahlungskarten mit oder ohne Garantiefunktion, Schecks, Wechsel und anderer körperlicher unbarer Zahlungsinstrumente §§ 152a, 152b StGB;Schleswig-Holstein;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
553100;Gebrauch falscher Zahlungskarten mit oder ohne Garantiefunktion, Schecks, Wechsel und anderer körperlicher unbarer Zahlungsinstrumente §§ 152a, 152b StGB;Thüringen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
553100;Gebrauch falscher Zahlungskarten mit oder ohne Garantiefunktion, Schecks, Wechsel und anderer körperlicher unbarer Zahlungsinstrumente §§ 152a, 152b StGB;Bundesrepublik Deutschland;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
553110;Gebrauch falscher Zahlungskarten ohne Garantiefunktion, Schecks, Wechsel und anderer körperlicher unbarer Zahlungsinstrumente;Baden-Württemberg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
553110;Gebrauch falscher Zahlungskarten ohne Garantiefunktion, Schecks, Wechsel und anderer körperlicher unbarer Zahlungsinstrumente;Bayern;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
553110;Gebrauch falscher Zahlungskarten ohne Garantiefunktion, Schecks, Wechsel und anderer körperlicher unbarer Zahlungsinstrumente;Berlin;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
553110;Gebrauch falscher Zahlungskarten ohne Garantiefunktion, Schecks, Wechsel und anderer körperlicher unbarer Zahlungsinstrumente;Brandenburg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
553110;Gebrauch falscher Zahlungskarten ohne Garantiefunktion, Schecks, Wechsel und anderer körperlicher unbarer Zahlungsinstrumente;Bremen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
553110;Gebrauch falscher Zahlungskarten ohne Garantiefunktion, Schecks, Wechsel und anderer körperlicher unbarer Zahlungsinstrumente;Hamburg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
553110;Gebrauch falscher Zahlungskarten ohne Garantiefunktion, Schecks, Wechsel und anderer körperlicher unbarer Zahlungsinstrumente;Hessen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
553110;Gebrauch falscher Zahlungskarten ohne Garantiefunktion, Schecks, Wechsel und anderer körperlicher unbarer Zahlungsinstrumente;Mecklenburg-Vorpommern;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
553110;Gebrauch falscher Zahlungskarten ohne Garantiefunktion, Schecks, Wechsel und anderer körperlicher unbarer Zahlungsinstrumente;Niedersachsen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
553110;Gebrauch falscher Zahlungskarten ohne Garantiefunktion, Schecks, Wechsel und anderer körperlicher unbarer Zahlungsinstrumente;Nordrhein-Westfalen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
553110;Gebrauch falscher Zahlungskarten ohne Garantiefunktion, Schecks, Wechsel und anderer körperlicher unbarer Zahlungsinstrumente;Rheinland-Pfalz;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
553110;Gebrauch falscher Zahlungskarten ohne Garantiefunktion, Schecks, Wechsel und anderer körperlicher unbarer Zahlungsinstrumente;Saarland;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
553110;Gebrauch falscher Zahlungskarten ohne Garantiefunktion, Schecks, Wechsel und anderer körperlicher unbarer Zahlungsinstrumente;Sachsen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
553110;Gebrauch falscher Zahlungskarten ohne Garantiefunktion, Schecks, Wechsel und anderer körperlicher unbarer Zahlungsinstrumente;Sachsen-Anhalt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
553110;Gebrauch falscher Zahlungskarten ohne Garantiefunktion, Schecks, Wechsel und anderer körperlicher unbarer Zahlungsinstrumente;Schleswig-Holstein;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
553110;Gebrauch falscher Zahlungskarten ohne Garantiefunktion, Schecks, Wechsel und anderer körperlicher unbarer Zahlungsinstrumente;Thüringen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
553110;Gebrauch falscher Zahlungskarten ohne Garantiefunktion, Schecks, Wechsel und anderer körperlicher unbarer Zahlungsinstrumente;Bundesrepublik Deutschland;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
553120;Gebrauch falscher Zahlungskarten mit Garantiefunktion;Baden-Württemberg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
553120;Gebrauch falscher Zahlungskarten mit Garantiefunktion;Bayern;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
553120;Gebrauch falscher Zahlungskarten mit Garantiefunktion;Berlin;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
553120;Gebrauch falscher Zahlungskarten mit Garantiefunktion;Brandenburg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
553120;Gebrauch falscher Zahlungskarten mit Garantiefunktion;Bremen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
553120;Gebrauch falscher Zahlungskarten mit Garantiefunktion;Hamburg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
553120;Gebrauch falscher Zahlungskarten mit Garantiefunktion;Hessen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
553120;Gebrauch falscher Zahlungskarten mit Garantiefunktion;Mecklenburg-Vorpommern;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
553120;Gebrauch falscher Zahlungskarten mit Garantiefunktion;Niedersachsen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
553120;Gebrauch falscher Zahlungskarten mit Garantiefunktion;Nordrhein-Westfalen;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
553120;Gebrauch falscher Zahlungskarten mit Garantiefunktion;Rheinland-Pfalz;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
553120;Gebrauch falscher Zahlungskarten mit Garantiefunktion;Saarland;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
553120;Gebrauch falscher Zahlungskarten mit Garantiefunktion;Sachsen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
553120;Gebrauch falscher Zahlungskarten mit Garantiefunktion;Sachsen-Anhalt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
553120;Gebrauch falscher Zahlungskarten mit Garantiefunktion;Schleswig-Holstein;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
553120;Gebrauch falscher Zahlungskarten mit Garantiefunktion;Thüringen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
553120;Gebrauch falscher Zahlungskarten mit Garantiefunktion;Bundesrepublik Deutschland;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
553200;Nachmachen, Verfälschen, Verschaffen, Feilhalten oder Überlassen falscher Zahlungskarten mit oder ohne Garantiefunktion, Schecks, Wechsel und anderer körperlicher unbarer Zahlungsinstrumente §§ 152a, 152b StGB;Baden-Württemberg;3;0;1;33.3;1;1;0;1;0;0;0;1;33.3;1;1;0;1;100
553200;Nachmachen, Verfälschen, Verschaffen, Feilhalten oder Überlassen falscher Zahlungskarten mit oder ohne Garantiefunktion, Schecks, Wechsel und anderer körperlicher unbarer Zahlungsinstrumente §§ 152a, 152b StGB;Bayern;4;0;2;50;0;2;1;1;0;0;0;0;0;1;1;0;1;100
553200;Nachmachen, Verfälschen, Verschaffen, Feilhalten oder Überlassen falscher Zahlungskarten mit oder ohne Garantiefunktion, Schecks, Wechsel und anderer körperlicher unbarer Zahlungsinstrumente §§ 152a, 152b StGB;Berlin;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
553200;Nachmachen, Verfälschen, Verschaffen, Feilhalten oder Überlassen falscher Zahlungskarten mit oder ohne Garantiefunktion, Schecks, Wechsel und anderer körperlicher unbarer Zahlungsinstrumente §§ 152a, 152b StGB;Brandenburg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
553200;Nachmachen, Verfälschen, Verschaffen, Feilhalten oder Überlassen falscher Zahlungskarten mit oder ohne Garantiefunktion, Schecks, Wechsel und anderer körperlicher unbarer Zahlungsinstrumente §§ 152a, 152b StGB;Bremen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
553200;Nachmachen, Verfälschen, Verschaffen, Feilhalten oder Überlassen falscher Zahlungskarten mit oder ohne Garantiefunktion, Schecks, Wechsel und anderer körperlicher unbarer Zahlungsinstrumente §§ 152a, 152b StGB;Hamburg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
553200;Nachmachen, Verfälschen, Verschaffen, Feilhalten oder Überlassen falscher Zahlungskarten mit oder ohne Garantiefunktion, Schecks, Wechsel und anderer körperlicher unbarer Zahlungsinstrumente §§ 152a, 152b StGB;Hessen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
553200;Nachmachen, Verfälschen, Verschaffen, Feilhalten oder Überlassen falscher Zahlungskarten mit oder ohne Garantiefunktion, Schecks, Wechsel und anderer körperlicher unbarer Zahlungsinstrumente §§ 152a, 152b StGB;Mecklenburg-Vorpommern;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
553200;Nachmachen, Verfälschen, Verschaffen, Feilhalten oder Überlassen falscher Zahlungskarten mit oder ohne Garantiefunktion, Schecks, Wechsel und anderer körperlicher unbarer Zahlungsinstrumente §§ 152a, 152b StGB;Niedersachsen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
553200;Nachmachen, Verfälschen, Verschaffen, Feilhalten oder Überlassen falscher Zahlungskarten mit oder ohne Garantiefunktion, Schecks, Wechsel und anderer körperlicher unbarer Zahlungsinstrumente §§ 152a, 152b StGB;Nordrhein-Westfalen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
553200;Nachmachen, Verfälschen, Verschaffen, Feilhalten oder Überlassen falscher Zahlungskarten mit oder ohne Garantiefunktion, Schecks, Wechsel und anderer körperlicher unbarer Zahlungsinstrumente §§ 152a, 152b StGB;Rheinland-Pfalz;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
553200;Nachmachen, Verfälschen, Verschaffen, Feilhalten oder Überlassen falscher Zahlungskarten mit oder ohne Garantiefunktion, Schecks, Wechsel und anderer körperlicher unbarer Zahlungsinstrumente §§ 152a, 152b StGB;Saarland;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
553200;Nachmachen, Verfälschen, Verschaffen, Feilhalten oder Überlassen falscher Zahlungskarten mit oder ohne Garantiefunktion, Schecks, Wechsel und anderer körperlicher unbarer Zahlungsinstrumente §§ 152a, 152b StGB;Sachsen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
553200;Nachmachen, Verfälschen, Verschaffen, Feilhalten oder Überlassen falscher Zahlungskarten mit oder ohne Garantiefunktion, Schecks, Wechsel und anderer körperlicher unbarer Zahlungsinstrumente §§ 152a, 152b StGB;Sachsen-Anhalt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
553200;Nachmachen, Verfälschen, Verschaffen, Feilhalten oder Überlassen falscher Zahlungskarten mit oder ohne Garantiefunktion, Schecks, Wechsel und anderer körperlicher unbarer Zahlungsinstrumente §§ 152a, 152b StGB;Schleswig-Holstein;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
553200;Nachmachen, Verfälschen, Verschaffen, Feilhalten oder Überlassen falscher Zahlungskarten mit oder ohne Garantiefunktion, Schecks, Wechsel und anderer körperlicher unbarer Zahlungsinstrumente §§ 152a, 152b StGB;Thüringen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
553200;Nachmachen, Verfälschen, Verschaffen, Feilhalten oder Überlassen falscher Zahlungskarten mit oder ohne Garantiefunktion, Schecks, Wechsel und anderer körperlicher unbarer Zahlungsinstrumente §§ 152a, 152b StGB;Bundesrepublik Deutschland;8;0;3;37.5;1;3;1;3;0;0;0;1;12.5;2;2;0;2;100
553210;Nachmachen, Verfälschen, Verschaffen, Feilhalten oder Überlassen falscher Zahlungskarten ohne Garantiefunktion, Schecks, Wechsel und anderer körperlicher unbarer Zahlungsinstrumente;Baden-Württemberg;1;0;1;100;0;1;0;0;0;0;0;0;0;0;0;0;0;0
553210;Nachmachen, Verfälschen, Verschaffen, Feilhalten oder Überlassen falscher Zahlungskarten ohne Garantiefunktion, Schecks, Wechsel und anderer körperlicher unbarer Zahlungsinstrumente;Bayern;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
553210;Nachmachen, Verfälschen, Verschaffen, Feilhalten oder Überlassen falscher Zahlungskarten ohne Garantiefunktion, Schecks, Wechsel und anderer körperlicher unbarer Zahlungsinstrumente;Berlin;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
553210;Nachmachen, Verfälschen, Verschaffen, Feilhalten oder Überlassen falscher Zahlungskarten ohne Garantiefunktion, Schecks, Wechsel und anderer körperlicher unbarer Zahlungsinstrumente;Brandenburg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
553210;Nachmachen, Verfälschen, Verschaffen, Feilhalten oder Überlassen falscher Zahlungskarten ohne Garantiefunktion, Schecks, Wechsel und anderer körperlicher unbarer Zahlungsinstrumente;Bremen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
553210;Nachmachen, Verfälschen, Verschaffen, Feilhalten oder Überlassen falscher Zahlungskarten ohne Garantiefunktion, Schecks, Wechsel und anderer körperlicher unbarer Zahlungsinstrumente;Hamburg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
553210;Nachmachen, Verfälschen, Verschaffen, Feilhalten oder Überlassen falscher Zahlungskarten ohne Garantiefunktion, Schecks, Wechsel und anderer körperlicher unbarer Zahlungsinstrumente;Hessen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
553210;Nachmachen, Verfälschen, Verschaffen, Feilhalten oder Überlassen falscher Zahlungskarten ohne Garantiefunktion, Schecks, Wechsel und anderer körperlicher unbarer Zahlungsinstrumente;Mecklenburg-Vorpommern;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
553210;Nachmachen, Verfälschen, Verschaffen, Feilhalten oder Überlassen falscher Zahlungskarten ohne Garantiefunktion, Schecks, Wechsel und anderer körperlicher unbarer Zahlungsinstrumente;Niedersachsen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
553210;Nachmachen, Verfälschen, Verschaffen, Feilhalten oder Überlassen falscher Zahlungskarten ohne Garantiefunktion, Schecks, Wechsel und anderer körperlicher unbarer Zahlungsinstrumente;Nordrhein-Westfalen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
553210;Nachmachen, Verfälschen, Verschaffen, Feilhalten oder Überlassen falscher Zahlungskarten ohne Garantiefunktion, Schecks, Wechsel und anderer körperlicher unbarer Zahlungsinstrumente;Rheinland-Pfalz;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
553210;Nachmachen, Verfälschen, Verschaffen, Feilhalten oder Überlassen falscher Zahlungskarten ohne Garantiefunktion, Schecks, Wechsel und anderer körperlicher unbarer Zahlungsinstrumente;Saarland;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
553210;Nachmachen, Verfälschen, Verschaffen, Feilhalten oder Überlassen falscher Zahlungskarten ohne Garantiefunktion, Schecks, Wechsel und anderer körperlicher unbarer Zahlungsinstrumente;Sachsen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
553210;Nachmachen, Verfälschen, Verschaffen, Feilhalten oder Überlassen falscher Zahlungskarten ohne Garantiefunktion, Schecks, Wechsel und anderer körperlicher unbarer Zahlungsinstrumente;Sachsen-Anhalt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
553210;Nachmachen, Verfälschen, Verschaffen, Feilhalten oder Überlassen falscher Zahlungskarten ohne Garantiefunktion, Schecks, Wechsel und anderer körperlicher unbarer Zahlungsinstrumente;Schleswig-Holstein;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
553210;Nachmachen, Verfälschen, Verschaffen, Feilhalten oder Überlassen falscher Zahlungskarten ohne Garantiefunktion, Schecks, Wechsel und anderer körperlicher unbarer Zahlungsinstrumente;Thüringen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
553210;Nachmachen, Verfälschen, Verschaffen, Feilhalten oder Überlassen falscher Zahlungskarten ohne Garantiefunktion, Schecks, Wechsel und anderer körperlicher unbarer Zahlungsinstrumente;Bundesrepublik Deutschland;2;0;1;50;0;1;0;1;0;0;0;0;0;0;0;0;0;0
553220;Nachmachen, Verfälschen, Verschaffen, Feilhalten oder Überlassen falscher Zahlungskarten mit Garantiefunktion;Baden-Württemberg;2;0;0;0;1;0;0;1;0;0;0;1;50;1;1;0;1;100
553220;Nachmachen, Verfälschen, Verschaffen, Feilhalten oder Überlassen falscher Zahlungskarten mit Garantiefunktion;Bayern;4;0;2;50;0;2;1;1;0;0;0;0;0;1;1;0;1;100
553220;Nachmachen, Verfälschen, Verschaffen, Feilhalten oder Überlassen falscher Zahlungskarten mit Garantiefunktion;Berlin;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
553220;Nachmachen, Verfälschen, Verschaffen, Feilhalten oder Überlassen falscher Zahlungskarten mit Garantiefunktion;Brandenburg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
553220;Nachmachen, Verfälschen, Verschaffen, Feilhalten oder Überlassen falscher Zahlungskarten mit Garantiefunktion;Bremen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
553220;Nachmachen, Verfälschen, Verschaffen, Feilhalten oder Überlassen falscher Zahlungskarten mit Garantiefunktion;Hamburg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
553220;Nachmachen, Verfälschen, Verschaffen, Feilhalten oder Überlassen falscher Zahlungskarten mit Garantiefunktion;Hessen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
553220;Nachmachen, Verfälschen, Verschaffen, Feilhalten oder Überlassen falscher Zahlungskarten mit Garantiefunktion;Mecklenburg-Vorpommern;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
553220;Nachmachen, Verfälschen, Verschaffen, Feilhalten oder Überlassen falscher Zahlungskarten mit Garantiefunktion;Niedersachsen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
553220;Nachmachen, Verfälschen, Verschaffen, Feilhalten oder Überlassen falscher Zahlungskarten mit Garantiefunktion;Nordrhein-Westfalen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
553220;Nachmachen, Verfälschen, Verschaffen, Feilhalten oder Überlassen falscher Zahlungskarten mit Garantiefunktion;Rheinland-Pfalz;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
553220;Nachmachen, Verfälschen, Verschaffen, Feilhalten oder Überlassen falscher Zahlungskarten mit Garantiefunktion;Saarland;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
553220;Nachmachen, Verfälschen, Verschaffen, Feilhalten oder Überlassen falscher Zahlungskarten mit Garantiefunktion;Sachsen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
553220;Nachmachen, Verfälschen, Verschaffen, Feilhalten oder Überlassen falscher Zahlungskarten mit Garantiefunktion;Sachsen-Anhalt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
553220;Nachmachen, Verfälschen, Verschaffen, Feilhalten oder Überlassen falscher Zahlungskarten mit Garantiefunktion;Schleswig-Holstein;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
553220;Nachmachen, Verfälschen, Verschaffen, Feilhalten oder Überlassen falscher Zahlungskarten mit Garantiefunktion;Thüringen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
553220;Nachmachen, Verfälschen, Verschaffen, Feilhalten oder Überlassen falscher Zahlungskarten mit Garantiefunktion;Bundesrepublik Deutschland;6;0;2;33.3;1;2;1;2;0;0;0;1;16.7;2;2;0;2;100
560000;Insolvenzstraftaten §§ 283, 283a-d StGB;Baden-Württemberg;520;0.7;1;0.2;224;179;92;25;0;0;0;517;99.4;421;350;71;117;27.8
560000;Insolvenzstraftaten §§ 283, 283a-d StGB;Bayern;284;0.4;0;0;159;63;24;38;0;0;0;285;100.4;348;267;81;87;25
560000;Insolvenzstraftaten §§ 283, 283a-d StGB;Berlin;254;0.3;0;0;0;0;0;254;0;0;0;252;99.2;349;295;54;125;35.8
560000;Insolvenzstraftaten §§ 283, 283a-d StGB;Brandenburg;43;0.1;0;0;25;15;3;0;0;0;0;43;100;54;40;14;11;20.4
560000;Insolvenzstraftaten §§ 283, 283a-d StGB;Bremen;4;0;0;0;0;0;2;2;0;0;0;3;75;5;3;2;1;20
560000;Insolvenzstraftaten §§ 283, 283a-d StGB;Hamburg;15;0;0;0;0;0;0;15;0;0;0;15;100;16;14;2;8;50
560000;Insolvenzstraftaten §§ 283, 283a-d StGB;Hessen;42;0.1;0;0;18;13;2;9;0;0;0;42;100;73;61;12;32;43.8
560000;Insolvenzstraftaten §§ 283, 283a-d StGB;Mecklenburg-Vorpommern;56;0.1;0;0;36;14;6;0;0;0;0;55;98.2;61;47;14;4;6.6
560000;Insolvenzstraftaten §§ 283, 283a-d StGB;Niedersachsen;206;0.3;1;0.5;61;79;29;37;0;0;0;204;99;249;202;47;47;18.9
560000;Insolvenzstraftaten §§ 283, 283a-d StGB;Nordrhein-Westfalen;305;0.4;1;0.3;43;115;89;57;1;0;0;299;98;376;299;77;108;28.7
560000;Insolvenzstraftaten §§ 283, 283a-d StGB;Rheinland-Pfalz;249;0.3;0;0;149;53;47;0;0;0;0;248;99.6;246;178;68;67;27.2
560000;Insolvenzstraftaten §§ 283, 283a-d StGB;Saarland;54;0.1;0;0;23;18;13;0;0;0;0;53;98.1;51;39;12;7;13.7
560000;Insolvenzstraftaten §§ 283, 283a-d StGB;Sachsen;252;0.3;5;2;75;55;27;95;0;0;0;251;99.6;257;205;52;51;19.8
560000;Insolvenzstraftaten §§ 283, 283a-d StGB;Sachsen-Anhalt;16;0;0;0;9;3;3;0;1;0;0;16;100;28;21;7;9;32.1
560000;Insolvenzstraftaten §§ 283, 283a-d StGB;Schleswig-Holstein;224;0.3;1;0.4;126;57;41;0;0;0;0;221;98.7;203;166;37;36;17.7
560000;Insolvenzstraftaten §§ 283, 283a-d StGB;Thüringen;14;0;0;0;4;9;1;0;0;0;0;14;100;14;14;0;0;0
560000;Insolvenzstraftaten §§ 283, 283a-d StGB;Bundesrepublik Deutschland;2,538;3.5;9;0.4;952;673;379;532;2;0;0;2,518;99.2;2,737;2,188;549;707;25.8
561000;Bankrott § 283 StGB;Baden-Württemberg;353;0.5;1;0.3;147;118;69;19;0;0;0;350;99.2;329;276;53;92;28
561000;Bankrott § 283 StGB;Bayern;220;0.3;0;0;123;45;21;31;0;0;0;221;100.5;301;230;71;82;27.2
561000;Bankrott § 283 StGB;Berlin;238;0.3;0;0;0;0;0;238;0;0;0;237;99.6;333;280;53;120;36
561000;Bankrott § 283 StGB;Brandenburg;33;0;0;0;20;11;2;0;0;0;0;33;100;47;36;11;11;23.4
561000;Bankrott § 283 StGB;Bremen;4;0;0;0;0;0;2;2;0;0;0;3;75;5;3;2;1;20
561000;Bankrott § 283 StGB;Hamburg;14;0;0;0;0;0;0;14;0;0;0;14;100;15;14;1;7;46.7
561000;Bankrott § 283 StGB;Hessen;40;0.1;0;0;17;12;2;9;0;0;0;40;100;70;58;12;32;45.7
561000;Bankrott § 283 StGB;Mecklenburg-Vorpommern;47;0.1;0;0;30;12;5;0;0;0;0;46;97.9;57;43;14;1;1.8
561000;Bankrott § 283 StGB;Niedersachsen;159;0.2;1;0.6;53;60;22;24;0;0;0;157;98.7;219;180;39;39;17.8
561000;Bankrott § 283 StGB;Nordrhein-Westfalen;255;0.3;1;0.4;35;94;79;46;1;0;0;249;97.6;323;255;68;93;28.8
561000;Bankrott § 283 StGB;Rheinland-Pfalz;177;0.2;0;0;101;38;38;0;0;0;0;176;99.4;204;149;55;58;28.4
561000;Bankrott § 283 StGB;Saarland;29;0;0;0;13;8;8;0;0;0;0;29;100;43;32;11;6;14
561000;Bankrott § 283 StGB;Sachsen;158;0.2;4;2.5;49;36;14;59;0;0;0;158;100;207;167;40;43;20.8
561000;Bankrott § 283 StGB;Sachsen-Anhalt;14;0;0;0;7;3;3;0;1;0;0;14;100;26;20;6;9;34.6
561000;Bankrott § 283 StGB;Schleswig-Holstein;107;0.1;1;0.9;63;27;17;0;0;0;0;105;98.1;126;102;24;25;19.8
561000;Bankrott § 283 StGB;Thüringen;13;0;0;0;4;8;1;0;0;0;0;13;100;14;14;0;0;0
561000;Bankrott § 283 StGB;Bundesrepublik Deutschland;1,861;2.5;8;0.4;662;472;283;442;2;0;0;1,845;99.1;2,306;1,847;459;616;26.7
562000;Besonders schwerer Fall des Bankrotts § 283a StGB;Baden-Württemberg;1;0;0;0;1;0;0;0;0;0;0;1;100;4;4;0;0;0
562000;Besonders schwerer Fall des Bankrotts § 283a StGB;Bayern;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
562000;Besonders schwerer Fall des Bankrotts § 283a StGB;Berlin;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
562000;Besonders schwerer Fall des Bankrotts § 283a StGB;Brandenburg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
