1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21
517520;Vorbereitung des Computerbetruges § 263a Abs. 3 StGB;Berlin;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
517520;Vorbereitung des Computerbetruges § 263a Abs. 3 StGB;Brandenburg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
517520;Vorbereitung des Computerbetruges § 263a Abs. 3 StGB;Bremen;1;0;1;100;0;0;0;1;0;0;0;0;0;0;0;0;0;0
517520;Vorbereitung des Computerbetruges § 263a Abs. 3 StGB;Hamburg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
517520;Vorbereitung des Computerbetruges § 263a Abs. 3 StGB;Hessen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
517520;Vorbereitung des Computerbetruges § 263a Abs. 3 StGB;Mecklenburg-Vorpommern;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
517520;Vorbereitung des Computerbetruges § 263a Abs. 3 StGB;Niedersachsen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
517520;Vorbereitung des Computerbetruges § 263a Abs. 3 StGB;Nordrhein-Westfalen;1;0;1;100;0;1;0;0;0;0;0;0;0;0;0;0;0;0
517520;Vorbereitung des Computerbetruges § 263a Abs. 3 StGB;Rheinland-Pfalz;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
517520;Vorbereitung des Computerbetruges § 263a Abs. 3 StGB;Saarland;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
517520;Vorbereitung des Computerbetruges § 263a Abs. 3 StGB;Sachsen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
517520;Vorbereitung des Computerbetruges § 263a Abs. 3 StGB;Sachsen-Anhalt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
517520;Vorbereitung des Computerbetruges § 263a Abs. 3 StGB;Schleswig-Holstein;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
517520;Vorbereitung des Computerbetruges § 263a Abs. 3 StGB;Thüringen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
517520;Vorbereitung des Computerbetruges § 263a Abs. 3 StGB;Bundesrepublik Deutschland;3;0;2;66.7;0;1;0;2;0;0;0;0;0;0;0;0;0;0
517600;Provisionsbetrug;Baden-Württemberg;2;0;0;0;0;1;1;0;0;0;0;1;50;1;1;0;0;0
517600;Provisionsbetrug;Bayern;3;0;0;0;1;1;0;0;1;0;0;3;100;3;3;0;1;33.3
517600;Provisionsbetrug;Berlin;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
517600;Provisionsbetrug;Brandenburg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
517600;Provisionsbetrug;Bremen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
517600;Provisionsbetrug;Hamburg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
517600;Provisionsbetrug;Hessen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
517600;Provisionsbetrug;Mecklenburg-Vorpommern;1;0;0;0;0;0;1;0;0;0;0;1;100;1;1;0;0;0
517600;Provisionsbetrug;Niedersachsen;2;0;0;0;1;1;0;0;0;0;0;2;100;2;2;0;1;50
517600;Provisionsbetrug;Nordrhein-Westfalen;5;0;0;0;0;1;3;1;0;0;0;4;80;5;4;1;0;0
517600;Provisionsbetrug;Rheinland-Pfalz;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
517600;Provisionsbetrug;Saarland;3;0;0;0;2;1;0;0;0;0;0;3;100;3;3;0;0;0
517600;Provisionsbetrug;Sachsen;3;0;0;0;0;2;1;0;0;0;0;3;100;3;3;0;0;0
517600;Provisionsbetrug;Sachsen-Anhalt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
517600;Provisionsbetrug;Schleswig-Holstein;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
517600;Provisionsbetrug;Thüringen;3;0;0;0;0;0;3;0;0;0;0;3;100;1;1;0;0;0
517600;Provisionsbetrug;Bundesrepublik Deutschland;22;0;0;0;4;7;9;1;1;0;0;20;90.9;19;18;1;2;10.5
517800;Sozialleistungsbetrug;Baden-Württemberg;18;0;0;0;13;4;1;0;0;0;0;18;100;9;6;3;0;0
517800;Sozialleistungsbetrug;Bayern;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
517800;Sozialleistungsbetrug;Berlin;7;0;0;0;0;0;0;7;0;0;0;6;85.7;9;5;4;8;88.9
517800;Sozialleistungsbetrug;Brandenburg;5;0;1;20;3;2;0;0;0;0;0;5;100;5;3;2;0;0
517800;Sozialleistungsbetrug;Bremen;7;0;1;14.3;0;0;4;3;0;0;0;6;85.7;6;6;0;1;16.7
517800;Sozialleistungsbetrug;Hamburg;5;0;0;0;0;0;0;5;0;0;0;5;100;6;5;1;2;33.3
517800;Sozialleistungsbetrug;Hessen;3;0;0;0;2;0;0;1;0;0;0;3;100;4;3;1;2;50
517800;Sozialleistungsbetrug;Mecklenburg-Vorpommern;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
517800;Sozialleistungsbetrug;Niedersachsen;45;0.1;0;0;28;10;5;2;0;0;0;45;100;51;19;32;9;17.6
517800;Sozialleistungsbetrug;Nordrhein-Westfalen;29;0;2;6.9;1;6;17;5;0;0;0;29;100;43;28;15;27;62.8
517800;Sozialleistungsbetrug;Rheinland-Pfalz;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
517800;Sozialleistungsbetrug;Saarland;1;0;0;0;1;0;0;0;0;0;0;1;100;1;1;0;1;100
517800;Sozialleistungsbetrug;Sachsen;6;0;0;0;2;1;3;0;0;0;0;6;100;10;8;2;2;20
517800;Sozialleistungsbetrug;Sachsen-Anhalt;2;0;0;0;0;1;1;0;0;0;0;2;100;2;1;1;0;0
517800;Sozialleistungsbetrug;Schleswig-Holstein;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
517800;Sozialleistungsbetrug;Thüringen;4;0;0;0;1;0;3;0;0;0;0;4;100;4;2;2;1;25
517800;Sozialleistungsbetrug;Bundesrepublik Deutschland;132;0.2;4;3;51;24;34;23;0;0;0;130;98.5;150;87;63;53;35.3
517900;Missbräuchliche Nutzung von Telekommunikationsdiensten § 263a StGB;Baden-Württemberg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
517900;Missbräuchliche Nutzung von Telekommunikationsdiensten § 263a StGB;Bayern;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
517900;Missbräuchliche Nutzung von Telekommunikationsdiensten § 263a StGB;Berlin;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
517900;Missbräuchliche Nutzung von Telekommunikationsdiensten § 263a StGB;Brandenburg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
517900;Missbräuchliche Nutzung von Telekommunikationsdiensten § 263a StGB;Bremen;2;0;2;100;0;0;0;2;0;0;0;0;0;0;0;0;0;0
517900;Missbräuchliche Nutzung von Telekommunikationsdiensten § 263a StGB;Hamburg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
517900;Missbräuchliche Nutzung von Telekommunikationsdiensten § 263a StGB;Hessen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
517900;Missbräuchliche Nutzung von Telekommunikationsdiensten § 263a StGB;Mecklenburg-Vorpommern;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
517900;Missbräuchliche Nutzung von Telekommunikationsdiensten § 263a StGB;Niedersachsen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
517900;Missbräuchliche Nutzung von Telekommunikationsdiensten § 263a StGB;Nordrhein-Westfalen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
517900;Missbräuchliche Nutzung von Telekommunikationsdiensten § 263a StGB;Rheinland-Pfalz;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
517900;Missbräuchliche Nutzung von Telekommunikationsdiensten § 263a StGB;Saarland;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
517900;Missbräuchliche Nutzung von Telekommunikationsdiensten § 263a StGB;Sachsen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
517900;Missbräuchliche Nutzung von Telekommunikationsdiensten § 263a StGB;Sachsen-Anhalt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
517900;Missbräuchliche Nutzung von Telekommunikationsdiensten § 263a StGB;Schleswig-Holstein;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
517900;Missbräuchliche Nutzung von Telekommunikationsdiensten § 263a StGB;Thüringen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
517900;Missbräuchliche Nutzung von Telekommunikationsdiensten § 263a StGB;Bundesrepublik Deutschland;2;0;2;100;0;0;0;2;0;0;0;0;0;0;0;0;0;0
518100;Abrechnungsbetrug;Baden-Württemberg;123;0.2;6;4.9;27;47;33;16;0;0;0;117;95.1;166;111;55;38;22.9
518100;Abrechnungsbetrug;Bayern;709;1;21;3;429;96;28;155;1;0;0;700;98.7;382;180;202;73;19.1
518100;Abrechnungsbetrug;Berlin;364;0.5;7;1.9;0;0;0;364;0;0;0;352;96.7;380;278;102;54;14.2
518100;Abrechnungsbetrug;Brandenburg;71;0.1;4;5.6;12;52;7;0;0;0;0;68;95.8;40;14;26;1;2.5
518100;Abrechnungsbetrug;Bremen;10;0;1;10;0;0;1;9;0;0;0;9;90;10;6;4;2;20
518100;Abrechnungsbetrug;Hamburg;14;0;1;7.1;0;0;0;14;0;0;0;13;92.9;20;6;14;1;5
518100;Abrechnungsbetrug;Hessen;88;0.1;3;3.4;37;20;21;9;1;0;0;83;94.3;100;61;39;10;10
518100;Abrechnungsbetrug;Mecklenburg-Vorpommern;17;0;0;0;6;9;2;0;0;0;0;14;82.4;19;9;10;1;5.3
518100;Abrechnungsbetrug;Niedersachsen;163;0.2;13;8;76;44;25;17;1;0;0;154;94.5;173;89;84;18;10.4
518100;Abrechnungsbetrug;Nordrhein-Westfalen;786;1.1;18;2.3;504;95;115;70;2;0;0;738;93.9;224;148;76;30;13.4
518100;Abrechnungsbetrug;Rheinland-Pfalz;246;0.3;11;4.5;119;11;116;0;0;0;0;239;97.2;94;49;45;4;4.3
518100;Abrechnungsbetrug;Saarland;7;0;2;28.6;3;2;1;0;1;0;0;7;100;7;2;5;0;0
518100;Abrechnungsbetrug;Sachsen;79;0.1;6;7.6;22;11;3;43;0;0;0;73;92.4;81;42;39;1;1.2
518100;Abrechnungsbetrug;Sachsen-Anhalt;43;0.1;5;11.6;11;22;10;0;0;0;0;43;100;51;24;27;2;3.9
518100;Abrechnungsbetrug;Schleswig-Holstein;78;0.1;3;3.8;37;13;28;0;0;0;0;77;98.7;39;22;17;1;2.6
518100;Abrechnungsbetrug;Thüringen;28;0;1;3.6;11;11;6;0;0;0;0;26;92.9;25;11;14;0;0
518100;Abrechnungsbetrug;Bundesrepublik Deutschland;2,826;3.9;102;3.6;1,294;433;396;697;6;0;0;2,713;96;1,807;1,048;759;236;13.1
518110;Abrechnungsbetrug im Gesundheitswesen §§ 263, 263a StGB;Baden-Württemberg;113;0.2;6;5.3;25;44;28;16;0;0;0;108;95.6;151;98;53;36;23.8
518110;Abrechnungsbetrug im Gesundheitswesen §§ 263, 263a StGB;Bayern;709;1;21;3;429;96;28;155;1;0;0;700;98.7;382;180;202;73;19.1
518110;Abrechnungsbetrug im Gesundheitswesen §§ 263, 263a StGB;Berlin;363;0.5;7;1.9;0;0;0;363;0;0;0;351;96.7;375;273;102;54;14.4
518110;Abrechnungsbetrug im Gesundheitswesen §§ 263, 263a StGB;Brandenburg;71;0.1;4;5.6;12;52;7;0;0;0;0;68;95.8;40;14;26;1;2.5
518110;Abrechnungsbetrug im Gesundheitswesen §§ 263, 263a StGB;Bremen;7;0;1;14.3;0;0;1;6;0;0;0;7;100;8;5;3;2;25
518110;Abrechnungsbetrug im Gesundheitswesen §§ 263, 263a StGB;Hamburg;13;0;1;7.7;0;0;0;13;0;0;0;12;92.3;19;5;14;1;5.3
518110;Abrechnungsbetrug im Gesundheitswesen §§ 263, 263a StGB;Hessen;87;0.1;3;3.4;36;20;21;9;1;0;0;82;94.3;98;59;39;10;10.2
518110;Abrechnungsbetrug im Gesundheitswesen §§ 263, 263a StGB;Mecklenburg-Vorpommern;17;0;0;0;6;9;2;0;0;0;0;14;82.4;19;9;10;1;5.3
518110;Abrechnungsbetrug im Gesundheitswesen §§ 263, 263a StGB;Niedersachsen;152;0.2;12;7.9;71;41;24;15;1;0;0;144;94.7;156;80;76;16;10.3
518110;Abrechnungsbetrug im Gesundheitswesen §§ 263, 263a StGB;Nordrhein-Westfalen;750;1;14;1.9;500;84;98;66;2;0;0;710;94.7;184;122;62;29;15.8
518110;Abrechnungsbetrug im Gesundheitswesen §§ 263, 263a StGB;Rheinland-Pfalz;246;0.3;11;4.5;119;11;116;0;0;0;0;239;97.2;94;49;45;4;4.3
518110;Abrechnungsbetrug im Gesundheitswesen §§ 263, 263a StGB;Saarland;7;0;2;28.6;3;2;1;0;1;0;0;7;100;7;2;5;0;0
518110;Abrechnungsbetrug im Gesundheitswesen §§ 263, 263a StGB;Sachsen;77;0.1;5;6.5;22;9;3;43;0;0;0;71;92.2;79;40;39;1;1.3
518110;Abrechnungsbetrug im Gesundheitswesen §§ 263, 263a StGB;Sachsen-Anhalt;43;0.1;5;11.6;11;22;10;0;0;0;0;43;100;51;24;27;2;3.9
518110;Abrechnungsbetrug im Gesundheitswesen §§ 263, 263a StGB;Schleswig-Holstein;78;0.1;3;3.8;37;13;28;0;0;0;0;77;98.7;39;22;17;1;2.6
518110;Abrechnungsbetrug im Gesundheitswesen §§ 263, 263a StGB;Thüringen;11;0;0;0;6;5;0;0;0;0;0;11;100;10;4;6;0;0
518110;Abrechnungsbetrug im Gesundheitswesen §§ 263, 263a StGB;Bundesrepublik Deutschland;2,744;3.8;95;3.5;1,277;408;367;686;6;0;0;2,644;96.4;1,708;982;726;231;13.5
518111;Abrechnungsbetrug im Gesundheitswesen § 263 StGB;Baden-Württemberg;102;0.1;6;5.9;24;39;24;15;0;0;0;97;95.1;135;90;45;32;23.7
518111;Abrechnungsbetrug im Gesundheitswesen § 263 StGB;Bayern;708;1;20;2.8;429;96;27;155;1;0;0;699;98.7;381;179;202;73;19.2
518111;Abrechnungsbetrug im Gesundheitswesen § 263 StGB;Berlin;363;0.5;7;1.9;0;0;0;363;0;0;0;351;96.7;375;273;102;54;14.4
518111;Abrechnungsbetrug im Gesundheitswesen § 263 StGB;Brandenburg;71;0.1;4;5.6;12;52;7;0;0;0;0;68;95.8;40;14;26;1;2.5
518111;Abrechnungsbetrug im Gesundheitswesen § 263 StGB;Bremen;7;0;1;14.3;0;0;1;6;0;0;0;7;100;8;5;3;2;25
518111;Abrechnungsbetrug im Gesundheitswesen § 263 StGB;Hamburg;13;0;1;7.7;0;0;0;13;0;0;0;12;92.3;19;5;14;1;5.3
518111;Abrechnungsbetrug im Gesundheitswesen § 263 StGB;Hessen;84;0.1;3;3.6;33;20;21;9;1;0;0;79;94;94;57;37;10;10.6
518111;Abrechnungsbetrug im Gesundheitswesen § 263 StGB;Mecklenburg-Vorpommern;17;0;0;0;6;9;2;0;0;0;0;14;82.4;19;9;10;1;5.3
518111;Abrechnungsbetrug im Gesundheitswesen § 263 StGB;Niedersachsen;146;0.2;12;8.2;70;37;23;15;1;0;0;138;94.5;150;75;75;16;10.7
518111;Abrechnungsbetrug im Gesundheitswesen § 263 StGB;Nordrhein-Westfalen;739;1;12;1.6;499;80;97;61;2;0;0;705;95.4;178;120;58;29;16.3
518111;Abrechnungsbetrug im Gesundheitswesen § 263 StGB;Rheinland-Pfalz;246;0.3;11;4.5;119;11;116;0;0;0;0;239;97.2;94;49;45;4;4.3
518111;Abrechnungsbetrug im Gesundheitswesen § 263 StGB;Saarland;7;0;2;28.6;3;2;1;0;1;0;0;7;100;7;2;5;0;0
518111;Abrechnungsbetrug im Gesundheitswesen § 263 StGB;Sachsen;77;0.1;5;6.5;22;9;3;43;0;0;0;71;92.2;79;40;39;1;1.3
518111;Abrechnungsbetrug im Gesundheitswesen § 263 StGB;Sachsen-Anhalt;40;0.1;5;12.5;9;22;9;0;0;0;0;40;100;43;21;22;2;4.7
518111;Abrechnungsbetrug im Gesundheitswesen § 263 StGB;Schleswig-Holstein;78;0.1;3;3.8;37;13;28;0;0;0;0;77;98.7;39;22;17;1;2.6
518111;Abrechnungsbetrug im Gesundheitswesen § 263 StGB;Thüringen;11;0;0;0;6;5;0;0;0;0;0;11;100;10;4;6;0;0
518111;Abrechnungsbetrug im Gesundheitswesen § 263 StGB;Bundesrepublik Deutschland;2,709;3.7;92;3.4;1,269;395;359;680;6;0;0;2,615;96.5;1,667;961;706;227;13.6
518112;Abrechnungsbetrug im Gesundheitswesen § 263a StGB;Baden-Württemberg;11;0;0;0;1;5;4;1;0;0;0;11;100;16;8;8;4;25
518112;Abrechnungsbetrug im Gesundheitswesen § 263a StGB;Bayern;1;0;1;100;0;0;1;0;0;0;0;1;100;1;1;0;0;0
518112;Abrechnungsbetrug im Gesundheitswesen § 263a StGB;Berlin;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
518112;Abrechnungsbetrug im Gesundheitswesen § 263a StGB;Brandenburg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
518112;Abrechnungsbetrug im Gesundheitswesen § 263a StGB;Bremen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
518112;Abrechnungsbetrug im Gesundheitswesen § 263a StGB;Hamburg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
518112;Abrechnungsbetrug im Gesundheitswesen § 263a StGB;Hessen;3;0;0;0;3;0;0;0;0;0;0;3;100;4;2;2;0;0
518112;Abrechnungsbetrug im Gesundheitswesen § 263a StGB;Mecklenburg-Vorpommern;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
518112;Abrechnungsbetrug im Gesundheitswesen § 263a StGB;Niedersachsen;6;0;0;0;1;4;1;0;0;0;0;6;100;6;5;1;0;0
518112;Abrechnungsbetrug im Gesundheitswesen § 263a StGB;Nordrhein-Westfalen;11;0;2;18.2;1;4;1;5;0;0;0;5;45.5;6;2;4;0;0
518112;Abrechnungsbetrug im Gesundheitswesen § 263a StGB;Rheinland-Pfalz;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
518112;Abrechnungsbetrug im Gesundheitswesen § 263a StGB;Saarland;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
518112;Abrechnungsbetrug im Gesundheitswesen § 263a StGB;Sachsen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
518112;Abrechnungsbetrug im Gesundheitswesen § 263a StGB;Sachsen-Anhalt;3;0;0;0;2;0;1;0;0;0;0;3;100;8;3;5;0;0
518112;Abrechnungsbetrug im Gesundheitswesen § 263a StGB;Schleswig-Holstein;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
518112;Abrechnungsbetrug im Gesundheitswesen § 263a StGB;Thüringen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
518112;Abrechnungsbetrug im Gesundheitswesen § 263a StGB;Bundesrepublik Deutschland;35;0;3;8.6;8;13;8;6;0;0;0;29;82.9;41;21;20;4;9.8
518179;Sonstiger Abrechnungsbetrug;Baden-Württemberg;10;0;0;0;2;3;5;0;0;0;0;9;90;16;14;2;2;12.5
518179;Sonstiger Abrechnungsbetrug;Bayern;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
518179;Sonstiger Abrechnungsbetrug;Berlin;1;0;0;0;0;0;0;1;0;0;0;1;100;5;5;0;0;0
518179;Sonstiger Abrechnungsbetrug;Brandenburg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
518179;Sonstiger Abrechnungsbetrug;Bremen;3;0;0;0;0;0;0;3;0;0;0;2;66.7;2;1;1;0;0
518179;Sonstiger Abrechnungsbetrug;Hamburg;1;0;0;0;0;0;0;1;0;0;0;1;100;1;1;0;0;0
518179;Sonstiger Abrechnungsbetrug;Hessen;1;0;0;0;1;0;0;0;0;0;0;1;100;2;2;0;0;0
518179;Sonstiger Abrechnungsbetrug;Mecklenburg-Vorpommern;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
518179;Sonstiger Abrechnungsbetrug;Niedersachsen;11;0;1;9.1;5;3;1;2;0;0;0;10;90.9;17;9;8;2;11.8
518179;Sonstiger Abrechnungsbetrug;Nordrhein-Westfalen;36;0;4;11.1;4;11;17;4;0;0;0;28;77.8;42;27;15;1;2.4
518179;Sonstiger Abrechnungsbetrug;Rheinland-Pfalz;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
518179;Sonstiger Abrechnungsbetrug;Saarland;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
518179;Sonstiger Abrechnungsbetrug;Sachsen;2;0;1;50;0;2;0;0;0;0;0;2;100;2;2;0;0;0
518179;Sonstiger Abrechnungsbetrug;Sachsen-Anhalt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
518179;Sonstiger Abrechnungsbetrug;Schleswig-Holstein;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
518179;Sonstiger Abrechnungsbetrug;Thüringen;17;0;1;5.9;5;6;6;0;0;0;0;15;88.2;15;7;8;0;0
518179;Sonstiger Abrechnungsbetrug;Bundesrepublik Deutschland;82;0.1;7;8.5;17;25;29;11;0;0;0;69;84.1;102;68;34;5;4.9
518300;Überweisungsbetrug §§ 263, 263a StGB;Baden-Württemberg;5;0;4;80;3;2;0;0;0;0;0;1;20;2;2;0;2;100
518300;Überweisungsbetrug §§ 263, 263a StGB;Bayern;317;0.4;289;91.2;30;29;4;2;252;0;0;41;12.9;27;23;4;15;55.6
518300;Überweisungsbetrug §§ 263, 263a StGB;Berlin;91;0.1;41;45.1;0;0;0;91;0;0;0;11;12.1;10;7;3;3;30
518300;Überweisungsbetrug §§ 263, 263a StGB;Brandenburg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
518300;Überweisungsbetrug §§ 263, 263a StGB;Bremen;12;0;7;58.3;0;0;0;12;0;0;0;0;0;0;0;0;0;0
518300;Überweisungsbetrug §§ 263, 263a StGB;Hamburg;5;0;4;80;0;0;0;5;0;0;0;1;20;1;1;0;0;0
518300;Überweisungsbetrug §§ 263, 263a StGB;Hessen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
518300;Überweisungsbetrug §§ 263, 263a StGB;Mecklenburg-Vorpommern;2;0;1;50;1;1;0;0;0;0;0;1;50;2;1;1;0;0
518300;Überweisungsbetrug §§ 263, 263a StGB;Niedersachsen;38;0.1;20;52.6;9;18;1;0;10;0;0;13;34.2;12;8;4;5;41.7
518300;Überweisungsbetrug §§ 263, 263a StGB;Nordrhein-Westfalen;49;0.1;35;71.4;2;21;12;11;3;0;0;16;32.7;26;23;3;19;73.1
518300;Überweisungsbetrug §§ 263, 263a StGB;Rheinland-Pfalz;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
518300;Überweisungsbetrug §§ 263, 263a StGB;Saarland;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
518300;Überweisungsbetrug §§ 263, 263a StGB;Sachsen;4;0;3;75;2;2;0;0;0;0;0;1;25;1;1;0;1;100
518300;Überweisungsbetrug §§ 263, 263a StGB;Sachsen-Anhalt;6;0;2;33.3;1;1;1;0;3;0;0;2;33.3;3;3;0;1;33.3
518300;Überweisungsbetrug §§ 263, 263a StGB;Schleswig-Holstein;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
518300;Überweisungsbetrug §§ 263, 263a StGB;Thüringen;2;0;2;100;1;1;0;0;0;0;0;2;100;2;2;0;1;50
518300;Überweisungsbetrug §§ 263, 263a StGB;Bundesrepublik Deutschland;531;0.7;408;76.8;49;75;18;121;268;0;0;89;16.8;85;70;15;46;54.1
518301;Überweisungsbetrug § 263 StGB;Baden-Württemberg;5;0;4;80;3;2;0;0;0;0;0;1;20;2;2;0;2;100
518301;Überweisungsbetrug § 263 StGB;Bayern;312;0.4;288;92.3;29;29;4;2;248;0;0;40;12.8;26;22;4;14;53.8
518301;Überweisungsbetrug § 263 StGB;Berlin;5;0;2;40;0;0;0;5;0;0;0;5;100;6;5;1;2;33.3
518301;Überweisungsbetrug § 263 StGB;Brandenburg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
518301;Überweisungsbetrug § 263 StGB;Bremen;11;0;7;63.6;0;0;0;11;0;0;0;0;0;0;0;0;0;0
518301;Überweisungsbetrug § 263 StGB;Hamburg;4;0;4;100;0;0;0;4;0;0;0;1;25;1;1;0;0;0
518301;Überweisungsbetrug § 263 StGB;Hessen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
518301;Überweisungsbetrug § 263 StGB;Mecklenburg-Vorpommern;2;0;1;50;1;1;0;0;0;0;0;1;50;2;1;1;0;0
518301;Überweisungsbetrug § 263 StGB;Niedersachsen;37;0.1;19;51.4;9;17;1;0;10;0;0;13;35.1;12;8;4;5;41.7
518301;Überweisungsbetrug § 263 StGB;Nordrhein-Westfalen;39;0.1;32;82.1;2;18;8;9;2;0;0;11;28.2;21;19;2;14;66.7
518301;Überweisungsbetrug § 263 StGB;Rheinland-Pfalz;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
518301;Überweisungsbetrug § 263 StGB;Saarland;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
518301;Überweisungsbetrug § 263 StGB;Sachsen;4;0;3;75;2;2;0;0;0;0;0;1;25;1;1;0;1;100
518301;Überweisungsbetrug § 263 StGB;Sachsen-Anhalt;5;0;2;40;1;1;1;0;2;0;0;2;40;3;3;0;1;33.3
518301;Überweisungsbetrug § 263 StGB;Schleswig-Holstein;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
518301;Überweisungsbetrug § 263 StGB;Thüringen;2;0;2;100;1;1;0;0;0;0;0;2;100;2;2;0;1;50
518301;Überweisungsbetrug § 263 StGB;Bundesrepublik Deutschland;426;0.6;364;85.4;48;71;14;31;262;0;0;77;18.1;75;63;12;39;52
518302;Überweisungsbetrug § 263a StGB;Baden-Württemberg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
518302;Überweisungsbetrug § 263a StGB;Bayern;5;0;1;20;1;0;0;0;4;0;0;1;20;1;1;0;1;100
518302;Überweisungsbetrug § 263a StGB;Berlin;86;0.1;39;45.3;0;0;0;86;0;0;0;6;7;4;2;2;1;25
518302;Überweisungsbetrug § 263a StGB;Brandenburg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
518302;Überweisungsbetrug § 263a StGB;Bremen;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
518302;Überweisungsbetrug § 263a StGB;Hamburg;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
518302;Überweisungsbetrug § 263a StGB;Hessen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
